 &SRS
<MetaDataAtStart>
mode=assessment
noise=True
diff=False
multiple=True
issid=py20wme
features=5
</MetaDataAtStart>
&END
Magnetic Field (A/M)	2.00GHz	2.25GHz	2.50GHz	2.75GHz	3.00GHz	3.25GHz	3.50GHz	3.75GHz	4.00GHz	4.25GHz	4.50GHz	4.75GHz	5.00GHz	5.25GHz	5.50GHz	5.75GHz	6.00GHz	6.25GHz	6.50GHz	6.75GHz	7.00GHz	7.25GHz	7.50GHz	7.75GHz	8.00GHz	8.25GHz	8.50GHz	8.75GHz	9.00GHz	9.25GHz	9.50GHz	9.75GHz	10.00GHz	10.25GHz	10.50GHz	10.75GHz	11.00GHz	11.25GHz	11.50GHz	11.75GHz	12.00GHz	12.25GHz	12.50GHz	12.75GHz	13.00GHz	13.25GHz	13.50GHz	13.75GHz	14.00GHz	14.25GHz	14.50GHz	14.75GHz	15.00GHz	15.25GHz	15.50GHz	15.75GHz	16.00GHz	16.25GHz	16.50GHz	16.75GHz	17.00GHz	17.25GHz	17.50GHz	17.75GHz	18.00GHz	18.25GHz	18.50GHz	18.75GHz	19.00GHz	19.25GHz	19.50GHz	19.75GHz	20.00GHz	20.25GHz	20.50GHz	20.75GHz	21.00GHz	21.25GHz	21.50GHz	21.75GHz	22.00GHz	22.25GHz	22.50GHz	22.75GHz	23.00GHz	23.25GHz	23.50GHz	23.75GHz	24.00GHz	24.25GHz	24.50GHz	24.75GHz	25.00GHz	25.25GHz	25.50GHz	25.75GHz	26.00GHz	26.25GHz	26.50GHz	26.75GHz	27.00GHz	27.25GHz	27.50GHz	27.75GHz	28.00GHz	28.25GHz	28.50GHz	28.75GHz	29.00GHz	29.25GHz	29.50GHz	29.75GHz	30.00GHz	30.25GHz	30.50GHz	30.75GHz	31.00GHz	31.25GHz	31.50GHz	31.75GHz	32.00GHz	32.25GHz	32.50GHz	32.75GHz	33.00GHz	33.25GHz	33.50GHz	33.75GHz	34.00GHz	34.25GHz	34.50GHz	34.75GHz	35.00GHz
0.0	3.5025551246682296	1.3651325433365973	0.8016687746324993	0.4689287027201525	0.5197231039832918	0.23668756246886172	0.27787174477496357	0.3709502559710777	0.14121758774710957	0.13798578528506056	0.16472333218727747	0.2966938265445724	0.19717384913748998	0.15639316553518096	0.2544638877107318	0.17298249788290965	0.04776155695096917	0.10916821529054431	0.04230620368862644	0.13512139125256856	0.13154796307575092	0.08943838513899648	0.24516422303727686	0.25254167745552225	0.14333268068700059	0.1468230557143844	0.05547706905577972	0.18688139558720904	0.05354528978732173	0.24284135482232372	0.1794045457998045	0.10727495833128746	0.07116117126443638	0.02381648412234086	0.11214231975237636	0.03776651287117941	0.14415729081266862	0.09955808837108739	0.135510724598047	0.2393660374904981	0.022441561277906908	0.1987799384200128	0.15998797942770304	0.18979714791002866	0.01415564334833502	0.025862826177274967	0.031194109169944483	0.24641847207855122	0.2143573037672736	0.1439364822808626	0.20980841411757345	0.10925205226176798	0.0923145802788124	0.01724276333974404	0.13698766559924982	0.2087293510708534	0.17178550400033038	0.06211263673855989	0.10136610061244028	0.0971749687869167	0.08232584999522916	0.11099014602766764	0.22221286083817812	0.08769087569561503	0.09259306020026403	0.026168205884036417	0.05957802215415147	0.10767322469466267	0.012086576170575116	0.22819233927847807	0.14664832069445766	0.19449654523319987	0.2045890857141122	0.2004302187344315	0.12917443311165763	0.12610422483405576	0.03877230337471056	0.03528894805714938	0.25093496999953097	0.14444481698192696	0.18447592757318046	0.18919222481532438	0.012665118029039114	0.18304521837271062	0.06547269877143273	0.24696495624477843	0.20246415893432573	0.2517960967774511	0.19053060950373318	0.0881615820312656	0.06894652889312854	0.16262792588297936	0.16940652825484834	0.05321750410598254	0.11170245698806786	0.21137319332810636	0.1533246993483773	0.033532201586519775	0.12082524023920028	0.2239322896838327	0.21718400125748594	0.05028280746907814	0.22144330216745264	0.1293327378820193	0.06143194584134432	0.14126092207068347	0.19075678676091085	0.10940261412971643	0.14015497946931768	0.11393229262501321	0.2022158119767499	0.1406041326062982	0.07089608093447324	0.16915475430400276	0.07353785342088692	0.003461717506938715	0.17315525790411945	0.08413909206008581	0.028036227727414004	0.04262094289585361	0.2050326239443895	0.002774830061447105	0.22321614941728493	0.036239736734613635	0.013595097801833163	0.0667936528134021	0.13928398232890274	0.13097340346905076	0.24138736222694387	0.2238230378544732	0.004050334555530354	0.22198872121306654	0.13671492333711271
1591.5494300525527	4.589550299852748	1.7933134368630195	0.9973792330045087	0.5935360905004983	0.5678581797576838	0.4776287529002333	0.325801465372994	0.3420076897516468	0.2793765938731281	0.3320759555274235	0.272675697253597	0.1731079035148531	0.1732710872854923	0.2304656914655256	0.19816296376049522	0.1530132928297594	0.16268558350059661	0.0937444532004591	0.030984545957760914	0.053335138552970535	0.037523438324883196	0.03674190595576306	0.25116681152741893	0.06373635144280543	0.12408395069636616	0.09625831754822162	0.2255589934037406	0.06484895270792701	0.10761239972045043	0.10341039500886069	0.21421802453619143	0.16142560220156316	0.07902075634083337	0.16382125948874277	0.18621001756432148	0.21236804113972435	0.0947668815619708	0.10310846806434641	0.055739893406760395	0.2046870930216901	0.1070213652557935	0.21083968782414375	0.22545738415910985	0.2348601130331722	0.1240344848705616	0.11063834119551874	0.20414775911364036	0.1563450085447965	0.2160189344402957	0.1084159275055862	0.14266093080846132	0.20657934365818756	0.13364881968797682	0.2296104435553997	0.05467993170429751	0.13301709860403343	0.17141782384349752	0.020575825529815527	0.13695088195204017	0.17009320908462006	0.2150054889710964	0.1296575739271734	0.033995137392890756	0.057773239325876344	0.007492995494648408	0.020907644322400405	0.07047913375596516	0.21290368844288232	0.2213570530607209	0.133478447942293	0.17177447918631136	0.12439235127571359	0.14265556077887945	0.0438370948178502	0.18736280139276948	0.24746092801382835	0.18833510087695346	0.02354771350159565	0.021198488914559596	0.06647947449319591	0.10582169542116092	0.08549554266177893	0.026861155500654408	0.1185597980340128	0.09843931375638995	0.13332753306839099	0.13031295816817343	0.04592831472875506	0.18024009667324908	0.17628090365212895	0.11917613494582219	0.06844977365065029	0.18548171724029722	0.22613309059461098	0.15198527077336704	0.07139124162473622	0.11915055764222555	0.006173662742385799	0.05333167886662696	0.11039197053495269	0.10488560977742238	0.028745873540852476	0.18424667349348922	0.09388131143755821	0.16782167584061125	0.013689288873251404	0.039805238692794995	0.025657226104824783	0.1416437105325288	0.1306981946389032	0.2501975921552233	0.04772975391066192	0.08760082117544377	0.14854476531596816	0.08971045204860202	0.12590467046499287	0.1885904141017044	0.09654028054106496	0.177700818300068	0.2490322271002541	0.06735272747791347	0.06510709686707855	0.013489276123525865	0.19027867425575942	0.07366119540920023	0.12267223472370438	0.09106892589226045	0.03770741824871339	0.23933729785824118	0.0768769190706256	0.03774609870766113	0.19751900683300505	0.06979677007348478
3183.0988601051054	6.209833710340891	1.9808246480120058	0.9272689819716535	0.5581352335636635	0.5773718501261793	0.4039801721534424	0.26211464791070127	0.1973043566815543	0.18656851758610793	0.2522284839759821	0.13364932677843594	0.18302118908824067	0.18537955952794433	0.0651886950119108	0.16800692531138983	0.27528599451341784	0.2625889854915476	0.25725720624466175	0.17402753112100036	0.11417790254502862	0.17093154132963054	0.0340339035598225	0.04523777528608279	0.21544925998367792	0.24994208954344874	0.25328177764500903	0.14993526712776256	0.09570940418749382	0.11067640985663288	0.24113357213912806	0.19410607359113435	0.09591826066781023	0.256860012347486	0.08255323145147624	0.13600832535950985	0.08471085780495204	0.18787495699288406	0.05986639265359962	0.2170686246111165	0.0655165539969933	0.06179280565951986	0.01223780441059087	0.1976748212080168	0.2486410980637155	0.1257049339818278	0.14470094471895037	0.1659744873283278	0.12991624860835524	0.13832970999616234	0.04411171250613886	0.16471476782084438	0.07344751027846683	0.09395614249387436	0.21059710330779022	0.14901408918849637	0.1399658952546462	0.22134269909532797	0.06115651924370999	0.2079941078410507	0.17158300741728322	0.144893644233198	0.17435276414508796	0.10187778267453164	0.10006589834588211	0.057887006059595424	0.18082376604931338	0.07394797075391707	0.07560421703813536	0.07138574874404038	0.018972832048996486	0.19658213542361325	0.005034284018242834	0.15050954760670723	0.06771651983189332	0.04987340801408087	0.018049775168860287	0.020139344623759263	0.1139189421587682	0.04553860741264008	0.24592190832650768	0.21358135652767526	0.12807350000292295	0.026176412555318513	0.0074477533886381075	0.2441221088280271	0.06821378511772089	0.12798629252909463	0.030587989365007662	0.005390021702242074	0.22968423771507335	0.161086467802238	0.03486525374400323	0.21827229698497616	0.07017170132036557	0.1518894445960124	0.02948654531436246	0.24422271034062343	0.21136485696753726	0.2300766844209279	0.12999445090416692	0.07699386870855783	0.1767913127283293	0.22136215965789083	0.03624606287799229	0.002656547191934644	0.08451472481664016	0.1808480024508326	0.10755500304838549	0.1548170426906531	0.19355475971943603	0.199757867954549	0.08732454655207278	0.24076035759480913	0.14056243394218762	0.1323482815371647	0.034468028237757464	0.18413856057859726	0.23775595722471507	0.2316236218909877	0.12225392597968593	0.08833858060875034	0.007349031304469741	0.13571957562261197	0.044115843412171264	0.05099990263162423	0.22730918222868104	0.13444519103659164	0.044488397495636794	0.04487230840724308	0.197921317099504	0.14216986413714414	0.2294210738367179	0.21085241768319554
4774.648290157658	8.531091792387969	2.353234492637963	1.1145932167917778	0.6983175379991307	0.5888604185129087	0.30771712763978554	0.31793494133461997	0.16408996988073465	0.2845769722090222	0.33958255029124673	0.1274960914460444	0.232385090788764	0.13893359483032255	0.12734277361057597	0.1358271992981926	0.19550244691449298	0.1425192638468682	0.2048068737457153	0.19582027831912946	0.07597508350491491	0.11093471439086855	0.03830319654644554	0.2603148361740686	0.0799522688261521	0.1743270288375819	0.11456446920293316	0.19658899515233738	0.22808489483927225	0.19029604043960305	0.024624014452428657	0.0774689205338667	0.16697962875422745	0.20654453832185996	0.189707670724735	0.159307366683938	0.21961412713586534	0.059473133846420986	0.06994408243486677	0.25937385605582597	0.13894557712476377	0.17606887271216262	0.15744685464754982	0.2348406607091686	0.14720146133534953	0.07537104863949404	0.25467632470742674	0.1246488520431637	0.13641807980922527	0.1434202785565454	0.09137324982177984	0.18491893059619538	0.05109557233307574	0.21418154209103496	0.138906209143036	0.14596980258626543	0.019045325041654772	0.12263157151559209	0.2335772242607222	0.22502861131675417	0.1897938859393094	0.09546838280377111	0.11978130363588851	0.14285272494733314	0.1476632827476828	0.1487743569220225	0.1830935619844879	0.06873961499803805	0.043575144402046836	0.10464238401446407	0.15267464751090828	0.2001763856640101	0.18017325888476649	0.06092707642564246	0.191767784527373	0.08027117011055296	0.15607796058853432	0.03636441115463899	0.24763686704883264	0.10022470938541281	0.028864608508225312	0.1969472855641789	0.08132026973420442	0.21417103133216286	0.19262282500547573	0.020645676805088567	0.017885027285279357	0.14858731109777146	0.0915984879387223	0.19453049783249685	0.23033314128536536	0.13949066505811772	0.09466909813203254	0.029425187495024444	0.11641029940977754	0.24253378965398892	0.040371666726473424	0.046720808451397616	0.03770995659644493	0.21395105680674462	0.08903068163532452	0.15619559940215205	0.01781737681975423	0.015043270755790112	0.1547466337894766	0.1056523397619853	0.11235954350817229	0.09893039319779269	0.009338524216966754	0.1831083462072698	0.21006619850456196	0.23293759638247635	0.16118224379075763	0.2134873971518958	0.08604057127102673	0.1072541601181421	0.043211390805295534	0.22787685406430433	0.2009092630422092	0.11516559123113408	0.23536662968692104	0.1438927074670283	0.07351208041349207	0.20319204720632036	0.23389236865246696	0.03942336324585737	0.08603418376487222	0.030017095724474297	0.06188627536922549	0.1496515598706804	0.12727911849659065	0.18140957691473858	0.23624717518694055	0.16826326609816492
6366.197720210211	13.131819353202909	3.0338616611948805	1.292951081056613	0.8228798545915641	0.4538283077574322	0.3943474277896312	0.2837718711154391	0.36295916255701877	0.13059057352497988	0.3239651718430957	0.15116770038693278	0.11480992239312084	0.18420404404728857	0.13908599673196867	0.1919659784843815	0.2168092091479065	0.17895075553483142	0.09904502404519702	0.051912630896340316	0.07549533037606557	0.22428085674415768	0.17302704688202092	0.09326093601901114	0.2213244954072561	0.04832438851624807	0.10432304192937861	0.048419078992738784	0.22592902768805584	0.22842549338566576	0.07994661221159877	0.17028459667183105	0.17399742511536997	0.2187753834668559	0.25308984894158054	0.055561740484959765	0.08609618287861641	0.02297637479148982	0.1456907073011491	0.1673849620034002	0.034322283178802454	0.14719116095676427	0.12930111638298267	0.061446547986059495	0.06484052530676869	0.23225096870708078	0.09464710188457892	0.230481982504647	0.14744815446487225	0.0335660208753496	0.14442562857901614	0.16031644009998294	0.21501074083342298	0.22958727148912011	0.02768555089630656	0.06618115565822334	0.12256536901039365	0.051425022576670455	0.18198116632584954	0.15844647501170284	0.042744626621942346	0.12767809642713265	0.07479889701977553	0.08561086968768161	0.18802766802045948	0.10794334083433907	0.23678229869400078	0.11981236779213893	0.03317642319176164	0.07900671453452308	0.168039282047479	0.10908133002103734	0.10864095441253245	0.14945749743542402	0.2373438330474231	0.011476105127356258	0.17324257979622537	0.014257015888977846	0.08069597288689757	0.13296109538412154	0.095652786062491	0.09101274179264518	0.10415280634949382	0.24295323479624595	0.23263517431360511	0.07167507184823627	0.01105270074941214	0.051634260305160155	0.10554448227262343	0.23250040074708708	0.07676840714499296	0.040642531553969054	0.22690780272056985	0.250620116397154	0.18759803434281375	0.06345532481022517	0.14288183943941837	0.006349000853239806	0.18203206068697178	0.22420104112131944	0.10054530336973944	0.0029635503426598104	0.22304924415648142	0.025003590193350314	0.1511669804387845	0.04951710989016023	0.11157674865975709	0.015136063430970135	0.08148727047209799	0.10569605648016621	0.12557434224969863	0.20455033731127353	0.041734018694217265	0.22495734367763578	0.14360552488782205	0.06121925283964295	0.0822018438958544	0.04474645111039081	0.09417128678705397	0.201290261395424	0.08339163603668959	0.02960997481165897	0.007491376853538923	0.23339782720779373	0.18852299271777134	0.06861952384771584	0.12012320416319831	0.0744296184719138	0.07496151900281085	0.14966070150471417	0.007555885203326611	0.06007495773311762	0.1070402875881804	0.08706032621289961
7957.747150262763	21.731587329041187	3.783195266150813	1.4553645951495322	0.91997317702926	0.6454709573349443	0.3678469148665506	0.44699178545201557	0.19857665728607643	0.24424136229951407	0.28635268721375484	0.1594855551454916	0.21649017911297488	0.15819182602696985	0.13877872733192215	0.08261652527640159	0.22436896237287082	0.2556675872510069	0.1654615552365296	0.11176729019706866	0.2481365154319496	0.23952362216918766	0.12974329612577923	0.054154223696856324	0.05752372097788856	0.2571560425871369	0.026159080372078196	0.14090479485641905	0.18231183385917715	0.14434513285752132	0.017475101824722394	0.13418554397753055	0.24663581734873047	0.24163259095839545	0.121352899619038	0.17306742950701448	0.17589719480711283	0.027477646444126605	0.1189997038712575	0.21496070247999582	0.042074220100512025	0.011064947377038274	0.24655170032060494	0.21974484297187488	0.1620274602188294	0.04880453246140837	0.027515729116773552	0.012370481174075416	0.04198133599986586	0.2254672967281379	0.1467371741477549	0.2169235176716436	0.11678712564828903	0.05616246363641163	0.03184451765866857	0.03808823262215236	0.09562549733410078	0.06208253753845404	0.1212628365370532	0.0627388650879494	0.2516834255951057	0.22029045670543007	0.1903699551966933	0.011763815085792984	0.08536025646685708	0.19548868026895463	0.2374163687310713	0.18252723198201073	0.07098851036792875	0.08619404078166748	0.014807075787641111	0.049423147508560195	0.23144011073358234	0.10315021243592118	0.128580883242794	0.0763672386241169	0.24594437749511722	0.004108777368731767	0.2476937883790667	0.1671635943490584	0.14528815039587092	0.10545225936578723	0.1513380317256554	0.02747806025879228	0.05919397144355104	0.055303817383538456	0.04280697561665887	0.22608364831180297	0.1721901330850944	0.2456657787388483	0.05899256366938067	0.17136472650329337	0.10918919108002942	0.04428933300817067	0.1413437882482492	0.15807491947663965	0.21922145473462265	0.05041851013129144	0.02283435759056223	0.1942946181624434	0.16708578078942998	0.24317735143956098	0.012604211674990809	0.13054102975780119	0.15447230008943913	0.16904311452919635	0.08245710622760509	0.17476563778381324	0.09634038906708436	0.04298031388416441	0.1583362498141754	0.025459126614318917	0.11251124066264201	0.20680872420522306	0.10333176923162199	0.2501553846712001	0.2133008932810805	0.21009961358361684	0.053117694879553055	0.06301934097168461	0.013805447860525791	0.05292019277444006	0.1083355648019966	0.12442063281730625	0.09921404476733434	0.0027782216072381963	0.15695608044010168	0.07474719378259123	0.1145764760457402	0.05095676448352465	0.1571338660672307	0.09907397118901999	0.014770357981982183	0.14555998388842967
9549.296580315317	41.413681514759716	4.656134600547663	1.6206455790977854	0.9446841301007212	0.6647414921892496	0.5445535135378179	0.24289565026389143	0.29555533560515446	0.19232438316881098	0.15660200764916948	0.33151492648912445	0.267045629973261	0.2588373254143019	0.14100395114971534	0.186751217669457	0.09509424576734135	0.04763025112882146	0.19052734387922762	0.14433163339789487	0.2012140059756111	0.15149615048704618	0.14403691009601718	0.2429987976116527	0.0765520174167801	0.029583338631960183	0.09455864785754653	0.09479038772834769	0.08586531873333125	0.20480437298455825	0.21412624236657168	0.2490719542335262	0.01909091075703296	0.21886698320104248	0.04727718474301518	0.2305577505098462	0.08834991139683114	0.05446332088100943	0.21771794539132694	0.16330778475064323	0.1478152460583595	0.07876653411150515	0.18185416048297381	0.22699791620643117	0.125703401004496	0.1271123122344303	0.1260952732389191	0.03380845571017253	0.02389037936441773	0.08089621152491715	0.2207023612904412	0.0327902669021382	0.07786822689578593	0.24882975013532263	0.2099091715917794	0.19955593462374652	0.06971838037343511	0.09554699317338573	0.1914283755514558	0.13388098391886907	0.24727284335351588	0.13461106315337404	0.019139484001243122	0.06402165794910962	0.20630147904150642	0.24525956577664754	0.03909425645561827	0.15685103756062482	0.23891315771340862	0.13389725068618763	0.13225108905579028	0.05241285457302804	0.22367438855466432	0.04763668137499116	0.06682698235975362	0.1500895693114392	0.07101681892648244	0.19188158915748058	0.15146383708932637	0.03804551457299912	0.22853435472017333	0.23563007083946416	0.14982189808593505	0.10850416729965873	0.013551353371890316	0.22331596480781654	0.13427641094689	0.06983310062796075	0.03925755146441928	0.08492395092222449	0.2133608865209866	0.14120594797116712	0.21448146336260795	0.19439513553309118	0.22351423157944803	0.003495442387954581	0.0646897585955569	0.22493852855790705	0.014396125810131109	0.061092270295911	0.15004634919909932	0.13054237246558528	0.098622177614905	0.025427787011949816	0.20860035491266166	0.1489369756775302	0.18542429613006534	0.010186364818671769	0.18129293274741937	0.1059862562618829	0.03662097834853668	0.11215546506226133	0.15308792323058223	0.19634942947339826	0.23245484399077623	0.16787414856030214	0.2241408556968235	0.0878829612737874	0.009233143424101734	0.03865122196633746	0.02266058852232509	0.035936647728548564	0.04424497324243563	0.013151527345517146	0.13470895802661184	0.1415821235558452	0.12366332096295216	0.1535030104488723	0.16791195523021651	0.03129839919896159	0.07449618346845574	0.03141436711408779	0.11059684298865617	0.08197507738467556
11140.846010367868	84.81905458221806	6.379859500287193	2.1083155649857646	0.9491961662687145	0.5910442061965462	0.4031464241728332	0.41432362163559	0.35659590849992273	0.2457790429077488	0.36749458099103566	0.10345575417074569	0.09722138623927828	0.09666611839934733	0.2481872889629097	0.12766919796771514	0.07960327566553325	0.23387735600721432	0.18264241869840314	0.11350362402971094	0.2706240418354315	0.0829930619697882	0.2009622237169861	0.1883844124543025	0.2246898847086463	0.24130722397094817	0.14197407910237256	0.2552662700603033	0.22462520598883456	0.0386028308278701	0.17956501639848724	0.17062589634698347	0.25935395680197215	0.23581400048800316	0.06913088119866148	0.2037680042483362	0.25671621765910335	0.20647074652400338	0.21743527178911423	0.11716354315719443	0.12802612073134984	0.07120166081561806	0.06241311827045058	0.2408561661065724	0.20047777810146886	0.0786426510841404	0.23042938475888947	0.25273504109978145	0.06944272326910844	0.01548730734483602	0.1890387792360729	0.05648148617257059	0.11731271889368106	0.023085547322010524	0.03285812251416558	0.10150340177366204	0.18814090055494834	0.09576313375640963	0.005714245451741261	0.10826909767088365	0.1359209060930047	0.21874704438247053	0.060172663950217885	0.1378880725216299	0.21925823107197334	0.026023572481477446	0.15229120391852996	0.0939617432152272	0.054645936072810056	0.1843398578081142	0.2436955157192971	0.2412531814092896	0.1554547257099935	0.06480400936658207	0.11736174444853288	0.1903762943199248	0.08695656768484618	0.24671752561438887	0.20941786870601445	0.1125188735740277	0.08931050953424996	0.08547931992537319	0.09134801157342406	0.19356779275018815	0.16062174853983757	0.23392833419922937	0.17859448175573744	0.18178575762008062	0.06085987434596942	0.08566175790539549	0.21895012829989047	0.13721261065487272	0.188201868738996	0.07004201396355499	0.11699419615016125	0.20872047692684398	0.19682418934898036	0.006686647674572048	0.01577032061918191	0.1668688181602586	0.1528486180543192	0.2460530832364753	0.10564111484113675	0.2004489241439495	0.12541869352957039	0.12819271373443758	0.0761601162083728	0.19773105926511889	0.187835769843794	0.08644767175676427	0.013167415004879779	0.11139211564613935	0.13118738660297138	0.19655173056539274	0.23800365994592412	0.18725939094479688	0.07190434003740472	0.2192702600678157	0.052773477296070896	0.14744295199117743	0.10549774345362233	0.17370451173849732	0.22827600233772138	0.027306334861619173	0.010173226221304354	0.06816036286311093	0.050107615476172714	0.2132418691590058	0.2338097169954965	0.22428484114164046	0.05908230171612016	0.22262328887917585	0.04976985229006624	0.17626296219701634
12732.395440420421	116.33254082199292	9.053287184863803	2.368859666307148	1.0425365332852232	0.5975976331233244	0.4321476973135888	0.29670360617149155	0.2914698948245321	0.31731836309258554	0.3224801457334372	0.21382576725407154	0.24120030301505146	0.2710676489717175	0.12157792106056459	0.1882060814585516	0.09221175326355588	0.2745871653804524	0.06416401392623361	0.24635242455028347	0.04441361536860426	0.18946567028030348	0.20098011618074105	0.196999028062599	0.20626427548513765	0.2502525582666792	0.07622770741523052	0.04542848409360334	0.2632853087306698	0.13254159103397078	0.02451641704480602	0.12749724501483356	0.05462931992336994	0.023330929487160847	0.19532686329880475	0.2357617249231151	0.15344457768398465	0.05262163306158236	0.1805761272869584	0.18725533075725548	0.14383899413657245	0.1416327833206879	0.048681962640140984	0.1603760232266887	0.17501556343357144	0.16429088381954507	0.2102808205721773	0.14358430654002025	0.045570153988144776	0.046141414715597455	0.048169090265985884	0.10802186082874846	0.15703426841923904	0.18845741143687478	0.18968875024151485	0.009749660057905719	0.08591662991540688	0.05070924090850898	0.17942177910464388	0.23360271110226663	0.14804108266946225	0.24576640421097903	0.017104681365427515	0.07132239429488224	0.12555909675880622	0.23795724888915787	0.04487406746602835	0.14959220359706107	0.07617417592504835	0.055261847603530256	0.1081652733584773	0.064662041713134	0.13800252762634999	0.16356585520733008	0.22777659519736587	0.06887620567684771	0.06578312577214017	0.14945449409139552	0.009236952859924479	0.16027824753012526	0.20806724219255934	0.022163407933728042	0.018950473272336912	0.018750779965206545	0.08207935977154739	0.11114286397253809	0.2372754562125368	0.233891147924417	0.03634479385940352	0.012220417109169806	0.21574708364416298	0.0076036416548919605	0.2514265508608551	0.17779300808329127	0.19603546894636756	0.21837845542100862	0.17774062650631609	0.06046689373973294	0.1818893079134703	0.07542017891779554	0.022680022738197754	0.06817048922662164	0.02583436547239469	0.1073469303118111	0.14429727019822877	0.10772383732315234	0.11537500412755179	0.0755681482720332	0.1689495311170189	0.05565652020845561	0.14506953929214764	0.1775150222154455	0.2129147420896016	0.011681723225313703	0.18687326743695445	0.05574879866876797	0.009744353207358137	0.058977866968067366	0.15676624304098463	0.15239737775749526	0.12949513530918194	0.18384378987101338	0.19197070889490975	0.11127155429591108	0.06412466729159555	0.22997701146325505	0.19227759466099176	0.06426799953536375	0.11511169584013203	0.022518364099478407	0.12799745512425323	0.07863525688336025	0.19528982790942392	0.19841743273697568
14323.944870472975	68.080206653857	13.801932234557546	2.9156670158313913	1.3656951608087777	0.8404174862592368	0.513979597283299	0.4305431857407317	0.3486085909732888	0.2493036347621148	0.2217323622579177	0.2691847163218765	0.20265235410188986	0.08983386805470435	0.2247361045285119	0.06469590051768465	0.0692701921900584	0.2855614829326048	0.18961586062703678	0.2281487142499153	0.25418719212141694	0.23450671456947506	0.14511891429996748	0.09652774731723977	0.165441056134654	0.18587820640557684	0.1112459759266304	0.14789596513635886	0.08225360859831891	0.14799718794542444	0.2605239636484775	0.07976769747066599	0.11981202274310956	0.10681099709387556	0.056179044455793456	0.17583938232111676	0.08122250905018716	0.26082827083841426	0.017983997491132664	0.10470558297543853	0.09874421664884725	0.04735508401326265	0.04358693786084739	0.03005582071821142	0.19743696798328744	0.0834971605947639	0.07398463874303277	0.09934655065391845	0.2206404531313729	0.06650270853738632	0.1423298052860212	0.20326044803428697	0.05513365802159745	0.20916513431544637	0.21946166233418227	0.007713015741443414	0.02930504883483296	0.12543571049665994	0.2535654945836897	0.10959771330133211	0.16586877560874932	0.06839244347728354	0.02841006225801979	0.2375109613431231	0.03859444892539365	0.1943726299848886	0.10565206228887138	0.23431685488587087	0.15849829421289285	0.08173372771406097	0.07709873856042285	0.19736576105528716	0.09405420713181364	0.23704388949748811	0.0854168056997936	0.043885655050135065	0.04957079659333116	0.016256338801990084	0.03585903328658005	0.22286084945700335	0.16714119609220476	0.16845237449533743	0.17290931271275756	0.012729010587738577	0.02146276278373559	0.24207852586820683	0.013744688453337565	0.12006451769455449	0.022707893746259627	0.2015276006700792	0.07935743818078421	0.1084367872765727	0.06008320723006127	0.09754630479138397	0.15441849690254023	0.11314752969781429	0.08156930703304172	0.24013292577791318	0.047161092930396845	0.06512034910550801	0.0446980342752362	0.05713739559953208	0.2179474300328344	0.22593215013314832	0.16669856382455522	0.09294581531844708	0.23544998278201662	0.04944404879214365	0.2492975160744447	0.15793115801804616	0.153813528803837	0.14349510455439538	0.14435447744896723	0.20000972389621627	0.05890867216077029	0.06516770147230501	0.08461728195568245	0.04280525266674695	0.09358697065022001	0.2479454709173464	0.03157357844583106	0.19935655315855227	0.03570400484893651	0.10889328583277516	0.01800744424918596	0.12771247191391777	0.13347305077326083	0.16269271055470022	0.13040155315112367	0.13169360522999743	0.24858085708830446	0.10851391600651825	0.2275507115624353	0.09773167901463331
